userId,userName,gender,location,birthday,verfied,宝马3系,奥迪A4L,奔驰C级,凯迪拉克ATS-L,英菲尼迪Q50L,雷克萨斯ES,皇冠
10637129,星际勇士,男,内蒙古,1987-01-13,true,0,0,0,0,0,1,0
8075004,SamSnake,男,江苏,1986-06-02,true,0,0,1,0,0,0,0
5854901,蓝萍文具,男,浙江,1982-05-17,true,0,0,0,0,0,1,0
15856343,宣Rich,男,浙江,null,true,0,0,0,0,0,0,1
18827096,坚持初心,男,山东,1989-11-01,true,0,0,0,1,0,0,0
13212659,mojiacheng168,男,广东,null,true,0,1,0,0,0,0,0
194801,liuyong01,男,山东,2006-12-05,true,1,0,0,0,0,0,0
15835673,张哥的疯狂赛车,男,甘肃,null,true,0,0,1,0,0,0,0
9568070,依然帅气2014,男,安徽,null,true,0,1,0,0,0,0,0
2058682,lyracn,男,江苏,1977-03-13,true,0,0,1,0,0,0,0
5473044,马克丝,男,山东,null,true,1,0,0,0,0,0,0
22134045,神秘人g,男,江苏,null,true,1,0,0,0,0,0,0
4039554,zjyren,男,广东,1986-03-20,true,0,1,0,0,0,0,0
8065546,熄掉的烟头,男,四川,null,true,0,0,0,0,0,1,0
2299758,allkllmow,男,上海,1989-05-19,true,1,0,1,1,1,0,0
14818599,漠漠哥哥,男,浙江,null,true,1,0,0,0,0,0,0
20544828,小A的哥哥,男,广西,null,true,0,0,0,1,0,0,0
11188906,把伱带回家,男,四川,1990-10-01,true,1,0,0,0,1,1,0
8706292,conba阳阳,男,浙江,1975-10-12,true,1,0,0,0,0,0,0
4202903,S神殇S,男,北京,null,true,1,0,0,0,0,0,0
18927414,英熊6001,男,浙江,null,true,1,0,0,0,0,0,0
9383954,老K桑,男,上海,null,true,0,1,0,0,0,0,0
24601126,没有不烦的时候,男,云南,null,true,1,0,0,0,0,0,0
17882524,奀奀无敌,男,北京,null,true,1,0,0,0,0,0,0
17995416,citywolves,男,上海,null,true,1,0,0,1,0,0,0
10048049,578575981,男,江苏,null,true,0,1,0,0,0,0,0
3283538,猪姑利,男,广东,1979-08-08,true,0,0,0,0,0,0,1
13299346,anger1146,男,广东,null,true,1,0,0,0,0,0,0
16095299,糖马儒,男,江苏,null,true,0,0,0,1,0,0,0
11791411,西门一刀hang,男,江苏,null,true,0,0,1,0,0,0,0
3458507,luoguidong,男,四川,1980-04-17,true,0,1,0,0,0,0,0
10899300,director61,男,湖南,1984-12-02,true,1,0,0,0,0,0,0
18301446,往事随便飘,男,安徽,null,true,1,1,0,1,1,0,0
6702096,蘑菇校长,男,山东,null,true,1,0,0,0,0,0,0
3805638,石头114,男,江苏,1982-01-14,true,1,0,1,1,1,0,0
9729538,BMW320LIK710K,男,浙江,1987-11-15,true,1,0,0,0,0,0,0
3011831,wisier,男,北京,1977-08-08,true,1,0,0,0,0,0,0
157562,Charlie51,男,上海,2006-08-13,true,0,1,0,0,0,0,0
4806803,野人琦,男,内蒙古,null,true,1,0,0,0,0,0,0
21895075,jmh520,男,江苏,1988-11-23,true,0,0,0,1,0,0,0
20480465,CROWN208,男,北京,null,true,0,0,0,0,0,0,1
12673292,一直想拥有他,男,四川,null,true,0,1,0,0,0,0,0
12301136,美丽新世界DH,男,广东,null,true,1,0,0,0,0,0,0
3580269,dengdong2011,男,四川,1982-11-23,true,1,0,0,0,0,0,0
5594505,汽车之梦十,男,江苏,null,true,0,1,0,0,0,0,0
3985781,五彩风,男,上海,1983-09-27,true,0,0,0,0,0,1,0
8429947,喑里着迷,男,新疆,null,true,0,1,0,0,0,0,0
1853894,抓抓猫,女,云南,1983-04-06,true,1,0,0,0,0,0,0
17145166,mayijun98,男,湖南,null,true,1,0,0,0,0,0,0
6342679,永恒醉梦,男,湖南,null,true,0,1,0,0,0,0,0
13636837,合法抢劫sq,男,江苏,null,true,0,1,0,0,0,0,0
10909287,在城里在乡里,男,浙江,null,true,0,0,1,0,0,0,0
1943805,小豆鼠,男,北京,1978-02-14,false,1,0,0,0,0,0,0
22230365,biuqt,男,江苏,null,true,0,0,1,0,0,0,0
8936188,Australia_zz,男,湖北,null,true,1,0,0,0,0,0,0
5265550,super蜗牛,男,山东,1988-02-12,true,0,1,0,0,0,0,0
15102498,CRinject,男,江苏,null,true,0,1,0,0,1,0,0
8805512,Gats_by,男,湖南,1992-05-07,true,0,1,1,0,0,0,0
15810867,昊大,男,安徽,null,true,0,0,0,1,0,1,0
13473041,主峰VS,男,广东,null,true,0,0,1,0,0,0,0
13966700,T铁凝N,男,河北,1990-02-02,true,1,0,0,0,0,0,0
5070901,laity,男,云南,null,true,0,0,1,0,0,0,0
19747242,JMGuan,男,北京,null,true,0,0,0,1,0,0,0
8900889,Xiao爱你,男,北京,1993-05-02,true,1,0,0,0,0,0,0
19687283,支持123123,男,四川,null,false,1,0,0,0,0,0,0
8907846,daibing99256,男,广东,null,true,0,0,0,0,0,0,1
7563091,双鱼豆豆,女,广西,null,true,1,0,0,0,0,0,0
5572990,女圭vs女圭,男,四川,1987-07-23,true,0,0,1,0,0,0,0
8437758,hzwangweisi,男,浙江,1987-07-27,true,1,0,0,0,0,0,0
6923581,大顽人生,男,湖北,null,true,0,0,0,1,0,0,0
8445758,wwb0316,男,河北,null,true,1,0,0,0,0,0,0
3935562,zhangyunxia112,男,北京,1967-09-24,true,0,1,0,0,0,0,0
6289357,weiedial,男,内蒙古,1987-10-14,true,0,0,0,0,0,0,1
9553438,岁月无声2021,男,浙江,1986-03-03,true,0,1,0,0,0,0,0
5265791,爱一分钟,男,内蒙古,1984-10-11,true,1,1,0,0,0,0,0
15345142,344950898,男,重庆,null,true,0,0,1,0,0,0,0
15683667,奥奥S3,男,湖北,null,true,0,1,0,0,0,0,0
8744692,lzbxp,男,辽宁,null,true,1,0,0,0,0,0,0
8079021,90后不是80后,男,江苏,1992-01-01,true,0,1,0,0,0,0,0
6408145,n姩後,男,河北,null,true,1,0,0,0,0,0,0
4062304,爱我你怕了吗2011,男,河南,1992-01-01,true,0,1,0,0,0,0,0
446971,danry,男,四川,2007-12-14,true,0,0,1,0,0,0,0
9317785,qianleiares,男,江苏,1993-01-18,true,0,0,0,1,0,0,0
11817289,marilynmanson0503,男,浙江,null,true,0,0,0,0,0,1,0
4260662,hadestyx,男,北京,null,true,0,0,0,1,0,0,1
6129868,Bao酷,男,上海,1983-02-02,true,0,0,0,1,0,0,0
17218517,丰NO10,男,浙江,null,true,0,0,0,1,0,0,0
4349145,CC阿璨,男,江苏,1987-12-22,true,0,0,1,0,0,0,0
484947,郊区一菜农,男,四川,2008-01-16,true,0,0,0,0,0,0,1
7653312,贵族21,男,北京,null,true,1,0,0,0,0,0,0
8613468,sweethero,男,安徽,null,true,0,0,0,0,1,0,0
3092528,范国林,男,重庆,1989-07-04,true,0,1,0,0,0,0,0
9304201,Dracula051,男,吉林,1988-01-01,true,1,0,0,0,0,0,0
11900382,mytboy,男,河南,null,true,0,1,0,0,0,0,0
15148116,浮生Dee,男,江苏,null,true,0,0,1,0,0,0,0
13461210,zx18773128588,男,湖南,null,true,1,0,1,0,0,0,0
7914881,shota_4869,男,北京,1995-01-29,true,0,0,1,0,0,0,0
7791094,红叁,男,黑龙江,1989-06-20,true,0,1,0,0,0,0,0
4683517,milojia,男,江苏,1986-12-26,true,1,0,0,0,0,0,0
21022510,柚子好帅,男,上海,null,true,0,0,1,0,0,0,0
14980971,激情蒙古汉子,男,内蒙古,1976-02-02,true,1,1,0,0,0,0,0
5796395,花猪花,男,浙江,null,true,0,0,1,0,0,0,0
15390988,畢君會強大,男,辽宁,null,true,0,1,0,0,0,0,0
8084453,虎不虎2013,男,辽宁,1982-11-06,true,0,0,1,0,0,0,0
6216599,亭主族,男,天津,1985-09-06,true,0,0,1,0,0,0,0
7556040,培老多,男,重庆,null,true,0,0,1,0,0,0,0
16269801,zhouyouyou2008,男,四川,null,true,1,0,0,0,0,0,0
22921212,黑哥哥丶,男,河南,null,true,0,0,1,0,0,0,0
6193652,我不是徫人,男,云南,1993-02-06,true,0,1,1,0,0,0,1
461647,WEJ_206,男,广东,1983-07-03,true,0,0,0,0,0,1,0
12397768,泰西封,男,上海,null,true,0,0,1,0,0,0,0
623449,炮弹飞车2008,男,上海,1981-06-03,true,0,0,0,1,0,0,0
11096968,菟花豹,男,湖北,null,true,0,0,1,0,0,0,0
9541626,董村瑞,男,江苏,null,true,1,0,0,0,0,0,0
3211674,Amour_沫子,男,福建,1989-05-26,true,1,1,0,1,0,1,0
21307979,倾城梦逍遥,男,广东,null,true,0,1,0,0,0,0,0
12298619,一枝花a,男,陕西,null,true,1,0,0,0,0,0,0
8172409,小马哥M0H,男,北京,null,true,0,0,0,0,0,1,0
18727096,命运规划,男,湖南,null,true,0,0,0,0,0,0,1
5698056,koko1218,男,江苏,null,true,1,1,0,0,0,0,0
6314754,龙肉汤面,男,上海,null,true,0,0,0,0,0,1,0
4767020,涅瓦河上的包工头,男,广东,1919-01-01,true,1,0,0,0,0,0,0
5520467,huangpeng89,男,江苏,null,true,0,0,0,0,0,1,0
4719003,傲游天际2012,男,广东,null,true,0,0,1,0,0,0,0
12093267,熊猫小胖娃儿,男,四川,null,true,0,0,1,0,0,0,0
10472371,laoda4,男,吉林,null,true,1,0,0,0,0,0,0
4341178,wujieq,男,天津,null,true,0,1,0,0,0,0,0
4662442,xianghui0228,男,湖北,1979-02-28,true,0,0,1,0,0,0,0
676834,工薪家庭,男,江苏,1982-03-10,false,0,0,0,0,0,0,1
8178068,CL_84899428,男,贵州,1984-09-06,true,1,0,0,0,0,0,0
13257357,湖南明道,男,湖南,1986-04-06,true,0,0,0,1,0,0,0
5302000,jangjing,男,浙江,1986-01-14,true,0,0,0,0,1,0,0
7640523,蝶舞涛哥,男,四川,null,true,0,1,0,0,0,0,0
14411346,执念i2015,男,河北,1997-12-23,true,0,1,0,0,0,0,0
3664231,吴煦,男,江苏,1988-02-26,true,0,0,0,0,0,1,0
17228937,ETOMIDATE,男,北京,null,true,1,0,0,0,0,0,0
20555742,Jakcie6,男,北京,null,true,0,0,1,0,0,0,0
2269542,Axela_three,男,北京,1990-12-05,true,1,0,0,0,0,0,0
15702792,那一次2015,男,山东,null,true,0,0,0,0,0,1,0
8826122,huanghedaliyu,男,河南,null,true,1,0,0,0,0,0,0
8901556,ErikHan,男,山东,null,true,0,0,1,0,0,0,0
23280431,夢里缠绵丶娇喘连连,男,四川,null,true,0,0,1,0,0,0,0
8028104,sunnyyfs,男,广东,null,true,1,0,0,0,0,0,0
5671869,tjchenjun,男,天津,null,true,0,0,1,0,0,0,0
5739721,梦龍,男,上海,null,true,0,1,0,0,1,0,1
9159061,永隽我心,男,四川,null,true,1,0,0,0,0,0,0
9349011,hddhyc,男,江苏,null,true,0,0,1,0,0,0,0
9992829,平明小筑,男,吉林,null,true,0,1,0,0,0,0,0
5219564,xpl06,男,北京,null,true,0,1,0,0,0,0,0
10738336,Hackeny2014,男,重庆,null,true,0,1,0,0,0,0,0
9492180,蘑菇小熊哦,男,江苏,1990-11-29,true,0,0,1,1,1,0,0
972776,魏富贵,男,吉林,1987-01-09,true,0,0,0,1,0,0,0
18621986,不将就1993,女,河北,null,true,0,1,0,0,0,0,0
14592140,颜色纠结综合征,男,浙江,null,true,1,0,0,0,0,0,0
17522472,mbmbmb,男,湖北,1993-09-16,true,1,0,0,0,0,0,0
15878048,qinwawz123,男,江苏,null,true,0,0,0,0,1,0,0
11076224,ppr3110,男,重庆,1988-10-31,true,1,0,0,0,0,0,0
1415809,猪蹄快跑,男,四川,1983-11-08,true,0,0,0,0,0,1,0
9416651,Adon9富二呆,男,台湾,1989-02-11,true,1,1,0,0,0,0,0
9828853,guoqiangxin123,男,山东,null,true,0,1,0,0,0,0,0
9796784,2425083666,男,山东,1988-03-16,true,0,0,0,1,0,0,0
3719939,徐风忠,男,山东,1978-11-09,true,0,1,0,0,0,0,0
20142877,精科技时代,男,四川,null,true,0,1,0,0,0,0,0
12667997,林达科技,男,河南,null,true,0,0,1,0,0,0,0
11174091,冰璨love,男,陕西,null,true,0,0,1,0,0,0,0
16315565,jcsdanteng,男,浙江,null,true,1,0,0,0,0,0,0
11203972,Joseph23338,男,广东,null,true,0,0,0,1,0,0,0
19271717,ljc5286,男,广东,null,true,1,0,0,0,0,0,0
1038018,mqr1983,男,新疆,1983-07-15,true,1,0,0,0,0,1,0
5550165,拿破仑师兄,男,四川,null,true,0,0,1,0,0,0,0
11260976,河南河西,男,河南,null,true,0,1,0,0,0,0,0
8539220,野鹤驾闲云,男,北京,null,true,0,0,0,0,0,0,1
8655444,Gentleman范,男,贵州,1989-08-09,true,1,0,0,0,0,0,0
7671120,看这一片耀阳,男,黑龙江,null,true,0,0,0,1,0,1,1
14270670,玩高端,男,山东,1995-05-27,true,0,0,0,0,0,1,1
12856100,aotu1280,男,上海,null,true,1,0,0,0,0,0,0
19108008,优秀的炮爷,男,福建,null,true,0,1,0,0,0,0,0
22874707,叶_若不离,男,四川,null,true,1,0,0,0,0,0,0
11708082,开船出海,男,广东,null,true,0,1,0,0,0,0,0
1415208,zgnj8,男,浙江,1983-01-01,true,0,0,0,1,0,0,0
19093129,abc9271,男,湖南,null,true,1,0,0,0,0,0,0
5642219,HJ___,男,内蒙古,1991-01-21,true,0,0,1,0,0,0,0
4400927,yu法拉利,男,河南,null,true,1,1,0,0,0,0,0
3987114,ricky251,男,浙江,1988-08-08,true,0,1,1,0,0,0,1
11653031,Anthony430,男,湖北,null,true,0,0,0,0,0,1,0
4984413,VFSuperb,男,上海,null,true,1,0,0,0,0,0,0
22357565,睡着的西瓜,男,江苏,null,true,1,0,0,0,0,0,0
6871422,超级皮波宁,男,北京,2013-01-14,true,0,1,0,0,0,0,0
10837852,dengjie8888,男,安徽,1988-02-01,true,0,0,0,1,0,0,0
4595064,hendi,男,上海,null,true,0,0,1,0,0,0,0
7641255,隐姓埋名Crain,男,贵州,1985-05-13,true,0,0,0,0,0,1,0
2261826,ldjim,男,四川,1986-09-11,true,0,1,0,0,0,0,1
4697035,宋鹏蛋蛋,男,天津,1984-09-17,true,1,0,0,0,0,0,0
13374518,SauerKraut,男,辽宁,1986-01-01,true,0,0,0,0,1,0,0
5772945,卡拉的主人,男,河北,null,true,0,1,0,0,0,0,0
23524038,有梦想就起航,男,吉林,null,true,0,0,1,0,0,0,0
252257,咖啡加盐,男,浙江,1985-12-15,true,1,0,0,0,0,0,0
1589021,li3138134,男,山西,1985-12-31,true,1,0,0,0,0,0,0
6473744,铛铛他大哥,男,北京,null,true,0,1,0,0,0,0,0
5027057,Vera_Ra1ny,男,北京,null,true,0,0,0,0,1,0,0
9228804,黑色幽默1230,男,上海,null,true,1,0,0,0,0,0,0
5323806,亡命徒小四儿,女,北京,null,true,0,0,1,0,0,0,0
11805335,刘忙兔,男,北京,null,true,1,0,0,0,0,0,0
4739302,我有加肥猫,男,上海,null,true,1,0,0,0,0,1,0
7874735,Chei777,男,北京,1977-12-05,true,1,0,0,0,0,0,0
21930088,谱曲流浪,男,河北,null,true,1,0,0,0,0,0,0
4133719,h425419730,男,天津,1992-03-23,true,0,1,0,0,0,0,0
1108920,charlescao,男,江苏,1981-01-01,true,0,0,0,1,0,0,0
4100895,zl881121,男,浙江,2011-08-08,true,0,0,0,0,1,0,1
8375868,狂拽酷炫屌炸天,男,湖北,null,true,0,0,0,0,1,0,0
4670576,蹲在街邊,男,北京,null,true,0,0,0,0,0,0,1
4296851,感觉心情,男,浙江,1985-02-05,true,1,1,1,1,1,1,0
9738616,小乞力马扎罗山,男,浙江,null,true,0,0,1,0,0,0,0
14333062,水里的雾,男,山西,null,true,1,0,0,0,0,0,0
4077166,fanxh123,男,江苏,1983-01-01,true,0,0,0,0,1,0,0
3982977,醉后决定开车,男,江苏,1982-12-10,true,0,0,1,0,0,0,0
3130911,一起森雅,男,河北,1983-09-21,true,0,0,0,0,0,1,0
16531613,我们自己选择权1,男,湖北,null,true,0,1,0,0,0,0,0
959009,Hangcai,男,浙江,1979-09-02,true,0,0,1,0,1,0,1
12845560,LXLDMK05,男,江西,null,true,0,0,0,1,0,0,0
10012052,chkecopy,男,甘肃,null,true,1,0,0,0,0,0,0
4369637,请等等o,男,北京,null,true,1,0,0,0,0,0,0
11513595,林肯公园冲破云霄,男,山东,null,true,1,0,0,0,0,0,0
1202991,飞哥来了,男,吉林,1982-09-18,true,0,0,0,0,0,1,0
1452733,ZC7876,男,贵州,1989-12-19,true,1,0,0,0,0,0,0
1704121,yh7510,男,湖南,1975-10-09,true,0,0,0,0,0,1,0
4558933,喜欢abb,男,安徽,1988-05-07,true,0,1,0,0,0,0,0
15107582,维尼哥c,男,江苏,null,true,0,0,1,0,0,0,0
14152886,Q木头,男,江苏,1973-01-01,true,0,0,1,0,0,0,0
8587460,sanvas,男,江苏,null,true,0,0,0,0,0,0,1
250905,雨舒淋峰,男,山东,1972-09-22,true,0,1,0,0,0,0,0
22017035,随心唐先生,男,广东,null,true,1,0,0,1,0,0,1
19451635,艰苦飞机广泛,男,浙江,1987-06-18,true,0,1,0,0,0,0,0
5303287,凯旋777,男,辽宁,null,true,0,0,0,0,1,0,0
3003875,天上人1988,男,上海,1988-01-13,true,1,0,0,0,0,0,0
8510002,哎哟哦,男,北京,null,true,1,0,0,0,0,0,0
24771168,臥煙白夜,男,浙江,null,true,1,0,0,0,0,0,0
2448163,83年纪念版,男,北京,1983-08-26,true,0,0,1,0,0,0,0
5350342,wanghaoyun,男,浙江,1992-04-30,true,1,0,0,0,0,0,0
8891542,老鼠1314,男,浙江,null,true,1,1,0,0,0,0,0
13519719,尐徐爺,男,浙江,null,true,1,1,0,0,0,0,0
9746840,liyutong1986,男,吉林,null,true,0,1,0,0,0,0,0
21454875,psq156651152,男,江苏,null,true,1,0,0,0,0,0,0
671476,光荣国产,男,河北,1986-10-30,true,1,0,0,0,0,0,0
9139394,长大以后是悍马,男,湖南,null,true,1,0,0,0,0,0,0
9091458,专打小r本,男,广东,null,true,1,0,0,0,0,0,0
19814829,三公主她爹,男,湖南,null,true,0,0,1,0,0,0,0
307296,liuyux5120,男,北京,2007-07-22,true,0,1,0,0,1,0,1
10759110,桀森,男,上海,1982-01-01,true,1,0,0,0,0,0,0
9665594,为杰v沉沦,男,湖北,null,true,0,1,0,0,0,0,0
7510840,holyhigh,男,海南,null,true,1,0,0,0,0,0,0
9446638,gs5雪豹1,男,福建,null,true,1,0,0,0,0,0,0
481139,ferrari789,男,江苏,1987-03-04,true,1,0,0,0,0,0,0
4575649,AAA2221,男,重庆,1986-07-27,true,0,0,0,0,0,1,0
12909511,jackqins,男,北京,null,true,1,1,1,0,0,0,0
16233063,YuZr666,男,浙江,null,true,0,1,0,0,0,0,0
4681814,qiufeipla,男,江苏,1977-03-29,true,1,0,0,0,0,0,0
5912796,yydeutsch,男,广东,null,true,1,0,0,0,0,0,0
4512461,happyhome1026,男,河北,null,true,1,0,0,0,0,0,0
2111783,carylover,男,上海,1980-11-20,true,0,1,0,0,0,0,0
16475636,喝咖啡的老猪,男,浙江,1981-01-01,true,0,0,0,0,1,0,0
9654066,walnsk,男,河北,null,true,1,0,0,0,0,0,0
4746085,chris4646,男,广东,null,true,0,0,0,0,0,1,0
21865525,我爱小小小睿,男,北京,null,true,1,0,0,0,0,0,0
7971962,whiteyeye,男,安徽,1978-11-13,true,0,0,0,0,0,1,0
6163204,你失散多年的亲爹,男,上海,1988-09-13,true,1,0,0,0,0,0,0
5369145,MiniSH,男,广东,null,true,0,1,0,0,0,0,0
4311374,fuqing2011,男,福建,1984-11-30,true,0,0,0,0,0,1,1
14186318,扉页2015,男,湖南,null,true,0,0,0,1,0,0,0
8145421,wagamo,男,浙江,null,true,1,0,0,0,0,0,0
11444856,Taurus1992,男,吉林,null,true,0,1,0,0,0,0,0
8858421,冰缘20132013,男,福建,1983-03-17,true,0,0,0,1,0,0,0
22986695,青椒肉丝1992,男,江苏,null,true,0,1,0,0,0,0,0
13227877,chrial,男,浙江,null,true,1,0,0,0,0,0,0
3663768,狂奔的蜗牛哥,男,广东,1989-10-05,true,0,0,0,0,1,0,0
493503,温州的插头,男,浙江,2008-01-24,true,0,0,1,0,0,0,0
9020921,一万只小狼狗,男,广东,null,true,0,1,0,0,0,0,0
8443846,CHIRSZYY,男,江苏,1990-04-03,true,0,1,0,0,0,0,0
5171008,iamrussell,男,陕西,null,true,1,0,0,0,0,0,0
3696844,sunny7678,男,上海,1985-01-02,true,0,1,0,0,0,0,0
6605867,jimmyvsallen,男,云南,null,true,1,1,1,0,0,0,0
490693,猪猪快跑,男,四川,2008-08-26,true,1,0,0,0,0,0,0
4261387,cool502,男,广西,null,true,1,0,0,0,0,0,0
5004466,酷牛变胖,男,四川,1983-03-05,true,0,1,0,0,0,0,0
18926996,隔壁帅气的小王,男,香港,null,true,1,0,0,0,0,0,0
13897619,九四,男,浙江,null,true,1,0,1,0,1,0,0
7636795,噯丨詪帥氣丶,男,江苏,null,true,0,1,0,0,0,0,0
8841133,fenglin999,男,广西,null,true,0,0,1,0,0,0,0
10784701,男子汉的梦想,男,陕西,null,true,0,0,0,0,1,0,0
14911059,苹果3_0L,男,陕西,null,true,1,0,0,0,0,0,0
17223832,新新新新1990,男,台湾,null,true,0,1,0,0,1,0,0
4437042,沫嗳,男,重庆,1986-10-10,true,0,0,1,0,0,0,0
1208403,solomanhl,男,湖北,1984-03-15,true,0,0,0,1,0,0,0
12628033,eddy612,男,浙江,1989-05-09,true,1,0,0,0,0,0,0
3355271,绝不留名,男,浙江,1986-12-13,true,1,1,0,0,0,0,0
5941944,花花轮,男,广东,1988-12-02,true,1,0,0,0,0,0,0
22076975,Pressure丶,男,山东,null,true,1,0,0,0,0,0,0
7571745,vi4978hee,男,河北,null,true,0,0,1,0,0,0,0
9130396,轩仔Stars,男,江西,null,true,0,1,0,0,0,0,0
6420250,老_梗,男,浙江,1991-10-28,true,0,1,0,0,0,0,0
19866571,非浪漫中山,女,广东,null,true,1,0,0,0,0,0,0
10821594,go2you,男,广东,null,true,0,1,0,0,0,0,0
12464273,HEPKWWW,男,山东,null,true,1,0,1,0,0,0,0
12471209,Fcy晨,男,四川,null,true,0,0,1,1,0,1,0
19787973,虎王飞淋,男,广西,null,true,0,0,0,0,0,0,1
15810973,tys514462686,男,吉林,null,true,1,1,1,0,0,0,0
3374479,车现祸场,男,广东,null,true,1,0,0,0,0,0,0
22830601,进口二锅头,男,江苏,null,true,1,0,0,0,0,0,0
12436712,ph310,男,江西,null,true,1,0,0,0,0,0,0
10852877,博基,男,辽宁,null,true,1,0,0,0,0,0,0
12242367,双桥火龙果园,男,广东,null,true,1,0,0,0,0,0,0
9442230,flyli9798,男,安徽,null,true,1,0,0,0,0,0,0
6984935,岁月轻狂cp,男,江苏,1992-10-12,true,0,0,0,1,0,0,0
5572665,离线了,男,福建,null,true,0,0,0,0,0,0,1
6201644,蓝天啊白云啊,男,河南,1987-09-15,true,1,0,0,0,0,0,0
3735891,子露,男,上海,1978-12-10,true,1,0,1,0,0,0,0
