竞争力:0.03 0.02 0.01 0.78 0.05 0.03 0.03 0.06 
后排:0.00 0.22 0.00 0.01 0.02 0.00 0.00 0.75 
直角:0.06 0.05 0.85 0.00 0.01 0.00 0.01 0.02 
新意:0.25 0.00 0.02 0.01 0.72 0.00 0.00 0.00 
单程:0.00 0.04 0.01 0.00 0.00 0.91 0.02 0.02 
绿灯:0.00 0.00 0.05 0.00 0.00 0.10 0.84 0.00 
地力:0.01 0.07 0.85 0.01 0.00 0.03 0.03 0.00 
行李箱:0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.95 
转换:0.00 0.02 0.10 0.02 0.02 0.23 0.61 0.01 
年轻人:0.64 0.03 0.01 0.08 0.18 0.01 0.03 0.02 
肌肉:0.92 0.01 0.03 0.00 0.01 0.00 0.01 0.00 
加速:0.00 0.02 0.06 0.00 0.00 0.05 0.87 0.00 
补贴:0.01 0.01 0.00 0.85 0.01 0.09 0.03 0.00 
眼光:0.70 0.02 0.01 0.09 0.15 0.01 0.01 0.01 
身高:0.00 0.06 0.01 0.00 0.00 0.00 0.00 0.92 
轻重:0.00 0.02 0.93 0.00 0.01 0.03 0.02 0.00 
里程:0.00 0.01 0.02 0.02 0.04 0.89 0.02 0.00 
毛刺:0.03 0.01 0.01 0.01 0.94 0.00 0.00 0.00 
石子:0.10 0.64 0.21 0.00 0.02 0.01 0.02 0.00 
路况:0.00 0.14 0.09 0.01 0.00 0.68 0.08 0.00 
布置:0.05 0.04 0.03 0.02 0.72 0.00 0.01 0.11 
吸引:0.80 0.01 0.01 0.05 0.09 0.01 0.01 0.03 
立体感:0.64 0.02 0.00 0.02 0.33 0.00 0.00 0.00 
指向:0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 
方向盘:0.00 0.05 0.76 0.02 0.15 0.00 0.00 0.01 
脸谱:0.98 0.00 0.00 0.00 0.02 0.01 0.00 0.00 
不乏:0.66 0.04 0.04 0.03 0.15 0.01 0.03 0.03 
废油:0.00 0.00 0.01 0.01 0.00 0.89 0.09 0.00 
自行车:0.02 0.07 0.03 0.04 0.04 0.09 0.04 0.67 
放置:0.00 0.05 0.01 0.00 0.27 0.00 0.01 0.66 
拥堵:0.00 0.00 0.04 0.00 0.00 0.89 0.06 0.00 
街车:0.73 0.01 0.02 0.22 0.02 0.00 0.01 0.00 
音箱:0.00 0.64 0.01 0.06 0.25 0.00 0.01 0.03 
保险:0.16 0.03 0.05 0.62 0.06 0.04 0.03 0.02 
婴儿车:0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.99 
审美观:0.85 0.00 0.00 0.01 0.14 0.00 0.00 0.00 
转向:0.00 0.01 0.96 0.01 0.00 0.00 0.00 0.00 
填充物:0.01 0.79 0.00 0.00 0.18 0.00 0.00 0.02 
落伍:0.64 0.01 0.01 0.02 0.27 0.01 0.04 0.00 
估算:0.01 0.00 0.02 0.01 0.00 0.96 0.00 0.00 
个子:0.01 0.10 0.01 0.00 0.00 0.00 0.00 0.87 
声浪:0.03 0.16 0.04 0.01 0.00 0.06 0.71 0.00 
电脑:0.00 0.02 0.03 0.04 0.11 0.74 0.03 0.04 
维持:0.01 0.01 0.01 0.01 0.01 0.85 0.10 0.00 
爆发:0.01 0.00 0.05 0.01 0.00 0.03 0.91 0.00 
超载:0.00 0.03 0.02 0.01 0.01 0.05 0.26 0.63 
按摩:0.00 0.79 0.04 0.05 0.07 0.01 0.01 0.03 
超车:0.00 0.00 0.09 0.00 0.00 0.03 0.87 0.00 
体型:0.06 0.13 0.03 0.01 0.00 0.03 0.01 0.73 
虚荣心:0.62 0.04 0.01 0.14 0.08 0.02 0.03 0.06 
协调:0.70 0.02 0.03 0.01 0.21 0.00 0.01 0.02 
科技:0.04 0.03 0.03 0.09 0.79 0.01 0.01 0.00 
塞车:0.00 0.02 0.06 0.02 0.01 0.79 0.10 0.00 
按钮:0.00 0.05 0.12 0.01 0.78 0.00 0.02 0.01 
搭配:0.08 0.02 0.02 0.01 0.74 0.02 0.10 0.02 
塑胶:0.03 0.01 0.02 0.01 0.91 0.00 0.00 0.03 
萝卜:0.80 0.01 0.00 0.09 0.07 0.00 0.01 0.00 
公里数:0.00 0.02 0.02 0.03 0.02 0.89 0.02 0.01 
算算:0.00 0.00 0.00 0.10 0.01 0.86 0.03 0.01 
徘徊:0.03 0.00 0.00 0.04 0.00 0.88 0.04 0.01 
跳动:0.01 0.61 0.22 0.01 0.01 0.11 0.03 0.00 
小朋友:0.07 0.14 0.01 0.01 0.04 0.05 0.04 0.64 
乡镇:0.02 0.05 0.03 0.01 0.00 0.81 0.06 0.02 
突起:0.06 0.18 0.01 0.00 0.03 0.00 0.00 0.72 
使劲:0.02 0.03 0.14 0.01 0.04 0.11 0.62 0.03 
加重:0.01 0.03 0.74 0.01 0.00 0.12 0.09 0.00 
磨合期:0.00 0.01 0.03 0.00 0.00 0.76 0.19 0.00 
二手车:0.04 0.02 0.03 0.79 0.03 0.06 0.03 0.01 
按键:0.00 0.05 0.12 0.01 0.81 0.00 0.00 0.01 
车门:0.10 0.09 0.02 0.03 0.62 0.00 0.00 0.12 
燃油:0.01 0.01 0.03 0.07 0.01 0.65 0.22 0.01 
美感:0.68 0.03 0.01 0.00 0.25 0.00 0.00 0.04 
耗油量:0.00 0.00 0.00 0.08 0.01 0.88 0.04 0.00 
鼻子:0.70 0.07 0.06 0.00 0.08 0.00 0.01 0.08 
外观:0.91 0.00 0.00 0.05 0.02 0.00 0.00 0.01 
杂物:0.01 0.03 0.02 0.02 0.22 0.02 0.02 0.66 
响应:0.00 0.02 0.28 0.00 0.00 0.02 0.67 0.00 
坡度:0.04 0.05 0.08 0.01 0.03 0.04 0.71 0.04 
季节:0.01 0.04 0.02 0.01 0.07 0.80 0.05 0.01 
动感:0.82 0.01 0.01 0.01 0.14 0.00 0.01 0.01 
点货:0.01 0.07 0.02 0.02 0.01 0.05 0.19 0.65 
消耗:0.00 0.00 0.03 0.03 0.00 0.86 0.07 0.01 
操纵:0.00 0.05 0.83 0.04 0.02 0.01 0.04 0.01 
平原:0.01 0.02 0.05 0.00 0.00 0.26 0.66 0.01 
音质:0.00 0.61 0.02 0.03 0.33 0.00 0.00 0.00 
预计:0.01 0.02 0.01 0.03 0.01 0.86 0.04 0.02 
滑行:0.00 0.05 0.13 0.00 0.00 0.72 0.09 0.00 
气质:0.70 0.02 0.02 0.03 0.21 0.00 0.01 0.01 
急弯:0.00 0.08 0.88 0.00 0.00 0.00 0.04 0.00 
低头:0.02 0.08 0.08 0.02 0.62 0.01 0.02 0.14 
硬度:0.07 0.71 0.10 0.03 0.07 0.00 0.00 0.01 
晕车:0.00 0.77 0.04 0.00 0.02 0.01 0.02 0.13 
钢琴:0.01 0.00 0.00 0.01 0.97 0.00 0.00 0.00 
苹果:0.01 0.03 0.00 0.03 0.78 0.01 0.01 0.12 
高原:0.01 0.01 0.03 0.03 0.01 0.30 0.63 0.00 
排放:0.00 0.05 0.00 0.01 0.01 0.02 0.02 0.88 
手法:0.01 0.01 0.08 0.01 0.03 0.75 0.09 0.01 
数字:0.01 0.01 0.02 0.04 0.64 0.22 0.03 0.03 
侧身:0.93 0.02 0.01 0.01 0.00 0.00 0.00 0.02 
后防:0.12 0.03 0.06 0.69 0.03 0.03 0.01 0.02 
市里:0.01 0.03 0.05 0.01 0.00 0.69 0.19 0.01 
弹簧:0.02 0.60 0.30 0.02 0.01 0.00 0.01 0.02 
舍不得:0.02 0.04 0.07 0.04 0.06 0.11 0.64 0.03 
计算:0.00 0.00 0.00 0.01 0.00 0.97 0.01 0.00 
推动:0.01 0.01 0.03 0.01 0.01 0.08 0.85 0.00 
伸展:0.01 0.19 0.00 0.00 0.01 0.01 0.00 0.78 
大街:0.69 0.00 0.02 0.20 0.00 0.02 0.05 0.01 
操作台:0.00 0.01 0.02 0.00 0.90 0.00 0.01 0.07 
现金:0.02 0.01 0.00 0.94 0.01 0.01 0.00 0.01 
棕色:0.25 0.02 0.00 0.00 0.72 0.00 0.00 0.00 
范围:0.02 0.12 0.05 0.04 0.04 0.65 0.04 0.03 
包皮:0.00 0.13 0.02 0.04 0.81 0.00 0.00 0.00 
刹车:0.04 0.05 0.74 0.03 0.01 0.08 0.06 0.00 
眼球:0.86 0.01 0.00 0.04 0.08 0.01 0.00 0.00 
米色:0.00 0.02 0.00 0.00 0.97 0.00 0.00 0.01 
精神:0.67 0.09 0.05 0.04 0.10 0.01 0.03 0.02 
折合:0.00 0.00 0.00 0.07 0.00 0.93 0.00 0.00 
挤挤:0.00 0.03 0.00 0.01 0.00 0.01 0.02 0.93 
用品:0.01 0.02 0.01 0.02 0.07 0.01 0.00 0.87 
气温:0.00 0.09 0.03 0.01 0.07 0.73 0.07 0.00 
弯路:0.00 0.15 0.73 0.01 0.00 0.05 0.05 0.01 
拳头:0.01 0.04 0.01 0.00 0.00 0.00 0.00 0.93 
音乐:0.00 0.74 0.05 0.03 0.14 0.02 0.02 0.01 
放到:0.05 0.10 0.01 0.03 0.05 0.01 0.03 0.72 
功率:0.01 0.01 0.01 0.07 0.01 0.08 0.82 0.00 
二郎腿:0.00 0.09 0.00 0.00 0.00 0.00 0.00 0.91 
鲨鱼:0.94 0.01 0.01 0.02 0.02 0.00 0.01 0.00 
劲儿:0.01 0.05 0.13 0.01 0.03 0.07 0.70 0.01 
风口:0.01 0.27 0.00 0.05 0.62 0.00 0.00 0.05 
痕迹:0.76 0.01 0.01 0.00 0.21 0.01 0.00 0.01 
接口:0.01 0.21 0.01 0.08 0.65 0.00 0.01 0.04 
输出:0.00 0.01 0.03 0.01 0.00 0.02 0.93 0.00 
布艺:0.00 0.30 0.00 0.01 0.69 0.00 0.00 0.00 
纤维:0.07 0.01 0.01 0.01 0.90 0.00 0.00 0.00 
眼镜盒:0.00 0.04 0.00 0.02 0.77 0.00 0.00 0.18 
女孩子:0.15 0.03 0.63 0.01 0.03 0.01 0.06 0.09 
坐船:0.00 0.79 0.21 0.00 0.00 0.00 0.00 0.00 
时尚:0.77 0.01 0.00 0.03 0.18 0.00 0.00 0.00 
开口:0.04 0.01 0.00 0.00 0.03 0.00 0.00 0.91 
存放:0.01 0.06 0.01 0.00 0.15 0.00 0.00 0.77 
作风:0.09 0.07 0.14 0.03 0.60 0.03 0.03 0.01 
动力:0.00 0.00 0.02 0.04 0.00 0.04 0.90 0.00 
后坐:0.00 0.18 0.00 0.00 0.02 0.00 0.01 0.79 
板油:0.00 0.01 0.04 0.00 0.00 0.19 0.76 0.00 
城区:0.00 0.02 0.04 0.00 0.00 0.80 0.12 0.00 
无异:0.01 0.18 0.05 0.02 0.69 0.00 0.03 0.02 
胖子:0.08 0.10 0.02 0.01 0.00 0.03 0.06 0.70 
得出:0.03 0.08 0.08 0.11 0.04 0.60 0.04 0.04 
支撑:0.00 0.67 0.26 0.00 0.02 0.00 0.00 0.04 
不准:0.00 0.04 0.16 0.02 0.03 0.73 0.03 0.01 
容积:0.01 0.02 0.00 0.01 0.02 0.03 0.00 0.92 
点缀:0.29 0.01 0.00 0.00 0.69 0.00 0.00 0.01 
半径:0.00 0.01 0.98 0.00 0.00 0.00 0.00 0.00 
高个子:0.01 0.12 0.01 0.01 0.02 0.00 0.00 0.83 
方向:0.00 0.02 0.93 0.01 0.02 0.00 0.01 0.01 
居多:0.04 0.02 0.01 0.02 0.23 0.61 0.04 0.05 
靠背:0.00 0.67 0.00 0.00 0.03 0.00 0.00 0.29 
用料:0.01 0.02 0.00 0.04 0.92 0.00 0.00 0.00 
舒适度:0.00 0.82 0.04 0.03 0.02 0.00 0.01 0.08 
出行:0.00 0.07 0.02 0.04 0.00 0.07 0.09 0.72 
协会:0.94 0.00 0.00 0.02 0.02 0.01 0.00 0.00 
全程:0.00 0.01 0.02 0.01 0.00 0.90 0.05 0.01 
眼镜:0.05 0.02 0.00 0.03 0.75 0.02 0.01 0.11 
箱子:0.00 0.02 0.00 0.00 0.04 0.01 0.03 0.89 
异味:0.00 0.15 0.00 0.01 0.83 0.00 0.00 0.01 
马力:0.00 0.00 0.01 0.04 0.00 0.06 0.88 0.00 
和风:0.03 0.84 0.03 0.01 0.01 0.02 0.06 0.01 
头顶:0.01 0.08 0.00 0.00 0.02 0.00 0.00 0.90 
弹跳:0.00 0.71 0.27 0.00 0.00 0.00 0.00 0.00 
塑料件:0.01 0.02 0.00 0.01 0.96 0.00 0.00 0.00 
天然气:0.00 0.01 0.00 0.03 0.00 0.68 0.18 0.10 
涡轮:0.00 0.01 0.02 0.03 0.01 0.08 0.85 0.00 
姿态:0.07 0.14 0.68 0.01 0.02 0.00 0.01 0.08 
变线:0.01 0.03 0.87 0.00 0.00 0.01 0.09 0.00 
交通:0.02 0.04 0.07 0.04 0.01 0.60 0.18 0.04 
曲线:0.75 0.05 0.04 0.01 0.06 0.01 0.05 0.03 
米黄色:0.01 0.01 0.01 0.00 0.98 0.00 0.00 0.00 
划痕:0.34 0.01 0.01 0.01 0.61 0.00 0.00 0.01 
油箱:0.01 0.02 0.01 0.02 0.03 0.83 0.06 0.02 
大马:0.01 0.01 0.01 0.03 0.00 0.08 0.83 0.01 
相中:0.74 0.01 0.01 0.10 0.06 0.01 0.01 0.05 
外貌:0.91 0.00 0.00 0.05 0.02 0.01 0.00 0.01 
提速:0.00 0.00 0.03 0.01 0.00 0.02 0.93 0.00 
音响效果:0.00 0.70 0.01 0.03 0.25 0.00 0.00 0.01 
拐弯:0.01 0.08 0.86 0.00 0.01 0.02 0.02 0.01 
上升:0.02 0.03 0.05 0.03 0.05 0.63 0.17 0.01 
皮革:0.00 0.17 0.00 0.02 0.81 0.00 0.00 0.00 
助理:0.00 0.02 0.97 0.01 0.00 0.00 0.00 0.00 
老虎:0.08 0.01 0.02 0.02 0.00 0.82 0.05 0.01 
低调:0.68 0.01 0.01 0.04 0.24 0.00 0.01 0.01 
阅读:0.00 0.10 0.03 0.02 0.81 0.01 0.01 0.02 
碰头:0.00 0.12 0.00 0.00 0.01 0.00 0.00 0.87 
保养费:0.02 0.00 0.02 0.80 0.01 0.11 0.04 0.00 
双人床:0.00 0.06 0.00 0.00 0.00 0.01 0.00 0.93 
包裹:0.00 0.77 0.01 0.00 0.19 0.00 0.00 0.03 
车头:0.75 0.03 0.15 0.01 0.01 0.00 0.01 0.05 
抄袭:0.95 0.00 0.00 0.02 0.02 0.00 0.01 0.00 
遮阳板:0.01 0.05 0.00 0.02 0.87 0.00 0.00 0.06 
清理:0.06 0.06 0.00 0.04 0.71 0.08 0.03 0.02 
仪表:0.00 0.02 0.01 0.01 0.86 0.07 0.00 0.02 
经销商:0.05 0.04 0.05 0.70 0.09 0.05 0.02 0.02 
掉头:0.02 0.01 0.94 0.00 0.00 0.00 0.01 0.02 
加长:0.13 0.04 0.13 0.02 0.01 0.01 0.02 0.63 
青菜:0.77 0.01 0.01 0.10 0.09 0.00 0.00 0.01 
仪表盘:0.01 0.02 0.02 0.01 0.89 0.04 0.00 0.01 
弯道:0.01 0.07 0.87 0.01 0.00 0.01 0.03 0.00 
钢板:0.08 0.65 0.09 0.08 0.02 0.03 0.04 0.02 
反光:0.04 0.01 0.01 0.00 0.93 0.00 0.00 0.00 
回到:0.03 0.06 0.11 0.04 0.04 0.62 0.09 0.02 
用材:0.02 0.03 0.00 0.04 0.91 0.00 0.00 0.00 
上班:0.02 0.03 0.03 0.06 0.01 0.63 0.13 0.09 
个性:0.64 0.01 0.01 0.10 0.24 0.00 0.00 0.00 
制动:0.01 0.03 0.81 0.04 0.01 0.03 0.06 0.00 
臀部:0.65 0.32 0.00 0.00 0.00 0.00 0.01 0.02 
水泥:0.00 0.61 0.10 0.01 0.01 0.05 0.12 0.11 
透镜:0.81 0.03 0.01 0.14 0.01 0.00 0.00 0.00 
眼看:0.78 0.00 0.02 0.02 0.11 0.03 0.02 0.03 
触摸:0.01 0.06 0.06 0.03 0.84 0.01 0.00 0.01 
全家:0.08 0.06 0.01 0.05 0.01 0.03 0.06 0.71 
家居:0.04 0.03 0.02 0.04 0.74 0.01 0.02 0.10 
张扬:0.84 0.00 0.00 0.02 0.13 0.00 0.00 0.00 
点烟:0.00 0.03 0.02 0.01 0.89 0.00 0.00 0.04 
减弱:0.01 0.06 0.02 0.01 0.03 0.07 0.80 0.01 
冲劲:0.14 0.01 0.05 0.03 0.00 0.00 0.77 0.00 
变速:0.00 0.02 0.14 0.02 0.60 0.03 0.17 0.01 
衰减:0.00 0.02 0.05 0.02 0.00 0.05 0.87 0.00 
配件:0.06 0.03 0.03 0.63 0.15 0.03 0.03 0.04 
塑料:0.01 0.02 0.00 0.00 0.96 0.00 0.00 0.00 
磨损:0.00 0.01 0.01 0.00 0.95 0.02 0.00 0.00 
原地:0.00 0.02 0.89 0.01 0.00 0.03 0.04 0.00 
重心:0.04 0.07 0.84 0.01 0.00 0.01 0.03 0.02 
颠簸:0.00 0.81 0.16 0.00 0.01 0.00 0.01 0.00 
眼睛:0.62 0.04 0.02 0.06 0.19 0.03 0.01 0.03 
发光:0.20 0.02 0.01 0.03 0.74 0.01 0.00 0.00 
中性:0.10 0.02 0.03 0.76 0.05 0.01 0.01 0.02 
泪眼:0.98 0.00 0.00 0.01 0.02 0.00 0.00 0.00 
测算:0.00 0.00 0.01 0.00 0.00 0.98 0.01 0.01 
隆起:0.07 0.16 0.00 0.00 0.03 0.00 0.00 0.73 
征服:0.62 0.03 0.14 0.06 0.08 0.00 0.04 0.03 
色调:0.03 0.02 0.00 0.00 0.95 0.00 0.00 0.00 
大气:0.87 0.00 0.00 0.02 0.09 0.00 0.00 0.01 
板车:0.00 0.62 0.32 0.02 0.01 0.00 0.01 0.03 
人体:0.00 0.71 0.04 0.01 0.14 0.00 0.00 0.09 
系数:0.60 0.02 0.09 0.01 0.00 0.11 0.11 0.05 
把头:0.01 0.02 0.01 0.00 0.94 0.00 0.00 0.03 
过滤:0.00 0.79 0.19 0.01 0.00 0.00 0.00 0.00 
购置:0.03 0.03 0.00 0.78 0.02 0.03 0.07 0.03 
现代感:0.30 0.00 0.00 0.00 0.70 0.00 0.00 0.00 
双手:0.00 0.05 0.82 0.03 0.05 0.01 0.03 0.02 
布料:0.00 0.17 0.00 0.00 0.79 0.00 0.01 0.03 
大汉:0.07 0.07 0.04 0.00 0.01 0.06 0.10 0.66 
仿真:0.01 0.20 0.00 0.02 0.77 0.00 0.00 0.00 
上操:0.00 0.01 0.99 0.00 0.00 0.00 0.00 0.00 
野性:0.62 0.10 0.04 0.09 0.02 0.02 0.12 0.01 
目光:0.80 0.01 0.02 0.02 0.08 0.02 0.02 0.03 
利用:0.02 0.05 0.03 0.02 0.10 0.07 0.04 0.68 
价格:0.03 0.07 0.02 0.70 0.12 0.02 0.02 0.03 
音量:0.00 0.62 0.12 0.03 0.22 0.00 0.01 0.00 
减速:0.00 0.73 0.21 0.00 0.00 0.02 0.03 0.00 
材料:0.00 0.03 0.00 0.02 0.93 0.00 0.00 0.01 
笑脸:0.94 0.00 0.01 0.00 0.05 0.00 0.00 0.00 
春秋:0.03 0.01 0.00 0.00 0.01 0.91 0.04 0.00 
旋钮:0.00 0.15 0.02 0.01 0.79 0.00 0.00 0.02 
看上:0.68 0.01 0.02 0.12 0.07 0.01 0.03 0.06 
大油:0.00 0.01 0.03 0.01 0.01 0.34 0.60 0.00 
行李:0.01 0.01 0.00 0.01 0.00 0.05 0.07 0.83 
显示屏:0.00 0.03 0.05 0.04 0.74 0.11 0.00 0.02 
统计:0.01 0.00 0.01 0.01 0.01 0.96 0.00 0.01 
无力:0.01 0.03 0.04 0.01 0.08 0.06 0.74 0.02 
机械:0.00 0.01 0.78 0.04 0.04 0.02 0.10 0.00 
数值:0.03 0.03 0.01 0.06 0.02 0.66 0.16 0.04 
做工:0.05 0.02 0.00 0.03 0.89 0.00 0.00 0.00 
膝盖:0.00 0.14 0.02 0.00 0.02 0.00 0.00 0.81 
卡通:0.93 0.00 0.01 0.00 0.06 0.00 0.00 0.00 
质感:0.07 0.08 0.08 0.03 0.72 0.00 0.01 0.01 
引擎盖:0.62 0.11 0.09 0.05 0.04 0.01 0.01 0.07 
密封:0.04 0.74 0.02 0.02 0.15 0.00 0.01 0.01 
模仿:0.81 0.00 0.02 0.01 0.09 0.00 0.02 0.02 
拉动:0.01 0.01 0.02 0.00 0.01 0.12 0.82 0.01 
虎啸:0.99 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
国道:0.00 0.02 0.04 0.00 0.00 0.81 0.13 0.00 
预想:0.01 0.04 0.07 0.02 0.02 0.72 0.07 0.07 
外形:0.78 0.01 0.01 0.11 0.03 0.00 0.01 0.05 
低于:0.01 0.03 0.05 0.08 0.02 0.66 0.12 0.03 
幅度:0.01 0.11 0.16 0.63 0.01 0.02 0.01 0.04 
长度:0.13 0.14 0.06 0.02 0.01 0.01 0.01 0.62 
圆形:0.27 0.00 0.08 0.00 0.63 0.00 0.01 0.01 
气势:0.87 0.00 0.00 0.04 0.04 0.00 0.05 0.01 
形象:0.67 0.06 0.02 0.08 0.12 0.02 0.02 0.02 
化妆:0.00 0.05 0.00 0.05 0.88 0.00 0.00 0.01 
穿插:0.01 0.00 0.80 0.00 0.02 0.03 0.13 0.02 
带动:0.00 0.02 0.03 0.01 0.00 0.10 0.83 0.00 
油价:0.00 0.00 0.00 0.01 0.00 0.98 0.01 0.00 
装饰:0.23 0.02 0.00 0.05 0.67 0.00 0.00 0.02 
油漆:0.86 0.00 0.00 0.06 0.04 0.01 0.00 0.02 
市场:0.15 0.02 0.02 0.62 0.04 0.03 0.04 0.07 
省道:0.00 0.02 0.04 0.00 0.00 0.85 0.09 0.00 
尾巴:0.80 0.01 0.10 0.02 0.01 0.01 0.03 0.04 
绒布:0.00 0.17 0.00 0.01 0.82 0.00 0.00 0.00 
车尾:0.86 0.01 0.05 0.01 0.00 0.00 0.01 0.06 
脑袋:0.11 0.12 0.05 0.02 0.04 0.01 0.02 0.63 
背部:0.01 0.88 0.00 0.00 0.03 0.00 0.01 0.07 
全市:0.02 0.01 0.01 0.01 0.01 0.93 0.02 0.00 
物件:0.01 0.05 0.01 0.01 0.16 0.00 0.00 0.76 
灰尘:0.14 0.11 0.01 0.02 0.70 0.00 0.00 0.01 
精度:0.02 0.05 0.73 0.01 0.16 0.01 0.02 0.00 
下降:0.01 0.05 0.02 0.03 0.01 0.70 0.18 0.01 
做人:0.04 0.12 0.01 0.02 0.05 0.00 0.02 0.74 
记录:0.00 0.00 0.00 0.01 0.01 0.94 0.01 0.02 
保有量:0.21 0.00 0.00 0.74 0.01 0.02 0.01 0.00 
珍珠:0.89 0.00 0.00 0.06 0.04 0.01 0.00 0.01 
入库:0.03 0.04 0.86 0.00 0.01 0.03 0.01 0.04 
大师:0.68 0.10 0.11 0.04 0.04 0.01 0.01 0.01 
平衡杆:0.00 0.14 0.85 0.00 0.01 0.00 0.00 0.00 
工作台:0.00 0.02 0.02 0.00 0.94 0.00 0.00 0.02 
总体性:0.00 0.01 0.00 0.97 0.00 0.00 0.00 0.00 
参数:0.03 0.01 0.01 0.12 0.02 0.08 0.61 0.10 
大个:0.05 0.09 0.00 0.02 0.02 0.05 0.00 0.78 
路程:0.00 0.05 0.02 0.01 0.00 0.86 0.04 0.02 
背光:0.02 0.03 0.02 0.00 0.92 0.00 0.00 0.01 
影子:0.73 0.01 0.03 0.04 0.16 0.01 0.02 0.01 
气压:0.01 0.64 0.17 0.01 0.05 0.08 0.02 0.02 
故障:0.00 0.02 0.03 0.18 0.63 0.07 0.06 0.00 
记忆:0.01 0.65 0.06 0.10 0.08 0.02 0.02 0.06 
坐坐:0.03 0.30 0.00 0.00 0.01 0.00 0.01 0.65 
工程学:0.01 0.69 0.03 0.02 0.16 0.00 0.00 0.10 
手指:0.08 0.01 0.61 0.01 0.14 0.01 0.01 0.13 
公布:0.00 0.02 0.01 0.09 0.01 0.78 0.06 0.04 
货物:0.01 0.03 0.01 0.02 0.00 0.05 0.19 0.68 
桌椅:0.00 0.61 0.00 0.02 0.11 0.00 0.00 0.25 
流体:0.97 0.00 0.00 0.02 0.00 0.00 0.00 0.01 
味道:0.12 0.12 0.02 0.01 0.71 0.00 0.01 0.01 
